Date,Close
2023-07-04 00:00:00,31157.0390625
2023-07-04 00:15:00,31138.29296875
2023-07-04 00:30:00,31162.509765625
2023-07-04 00:45:00,31122.2890625
2023-07-04 01:00:00,31134.521484375
2023-07-04 01:15:00,31199.095703125
2023-07-04 01:30:00,31292.57421875
2023-07-04 01:45:00,31283.041015625
2023-07-04 02:00:00,31264.6328125
2023-07-04 02:15:00,31291.138671875
2023-07-04 02:30:00,31222.44140625
2023-07-04 02:45:00,31273.78515625
2023-07-04 03:00:00,31241.38671875
2023-07-04 03:15:00,31214.076171875
2023-07-04 03:30:00,31252.171875
2023-07-04 03:45:00,31191.720703125
2023-07-04 04:00:00,31169.431640625
2023-07-04 04:15:00,31125.80859375
2023-07-04 04:30:00,31071.494140625
2023-07-04 04:45:00,31064.640625
2023-07-04 05:00:00,31064.767578125
2023-07-04 05:15:00,31072.33984375
2023-07-04 05:30:00,31054.90625
2023-07-04 05:45:00,31005.970703125
2023-07-04 06:00:00,31000.12109375
2023-07-04 06:15:00,31047.025390625
2023-07-04 06:30:00,31026.33984375
2023-07-04 06:45:00,31014.837890625
2023-07-04 07:00:00,31014.734375
2023-07-04 07:15:00,31031.189453125
2023-07-04 07:30:00,30989.447265625
2023-07-04 07:45:00,30921.96484375
2023-07-04 08:00:00,30963.330078125
2023-07-04 08:15:00,30973.578125
2023-07-04 08:30:00,30966.916015625
2023-07-04 08:45:00,30925.7890625
2023-07-04 09:00:00,30987.931640625
2023-07-04 09:15:00,31027.095703125
2023-07-04 09:30:00,30976.32421875
2023-07-04 09:45:00,31013.0625
2023-07-04 10:00:00,31031.306640625
2023-07-04 10:15:00,31009.34375
2023-07-04 10:30:00,31030.08984375
2023-07-04 10:45:00,31030.732421875
2023-07-04 11:00:00,31014.44140625
2023-07-04 11:15:00,31045.33984375
2023-07-04 11:30:00,31038.330078125
2023-07-04 11:45:00,31073.923828125
2023-07-04 12:00:00,31043.62890625
2023-07-04 12:15:00,31054.818359375
2023-07-04 12:30:00,31046.228515625
2023-07-04 12:45:00,31053.2734375
2023-07-04 13:00:00,31024.1875
2023-07-04 13:15:00,31039.189453125
2023-07-04 13:30:00,31053.259765625
2023-07-04 13:45:00,31007.48046875
2023-07-04 14:15:00,31020.111328125
2023-07-04 14:30:00,31010.666015625
2023-07-04 14:45:00,30978.685546875
2023-07-04 15:00:00,30989.263671875
2023-07-04 15:15:00,30946.4609375
2023-07-04 15:30:00,30926.18359375
2023-07-04 15:45:00,30953.216796875
2023-07-04 16:00:00,30967.755859375
2023-07-04 16:15:00,31098.458984375
2023-07-04 16:30:00,31037.60546875
2023-07-04 16:45:00,30956.166015625
2023-07-04 17:00:00,30938.796875
2023-07-04 17:15:00,30932.283203125
2023-07-04 17:30:00,30905.95703125
2023-07-04 17:45:00,30899.19921875
2023-07-04 18:00:00,30868.818359375
2023-07-04 18:15:00,30927.990234375
2023-07-04 18:30:00,30922.88671875
2023-07-04 18:45:00,30901.572265625
2023-07-04 19:00:00,30838.501953125
2023-07-04 19:15:00,30721.587890625
2023-07-04 19:30:00,30714.794921875
2023-07-04 19:45:00,30711.66796875
2023-07-04 20:00:00,30728.849609375
2023-07-04 20:15:00,30767.765625
2023-07-04 20:30:00,30767.71875
2023-07-04 20:45:00,30803.97265625
2023-07-04 21:00:00,30809.642578125
2023-07-04 21:15:00,30801.318359375
2023-07-04 21:30:00,30790.390625
2023-07-04 21:45:00,30810.494140625
2023-07-04 22:00:00,30803.541015625
2023-07-04 22:15:00,30790.919921875
2023-07-04 22:30:00,30788.583984375
2023-07-04 22:45:00,30819.912109375
2023-07-04 23:00:00,30822.1640625
2023-07-04 23:15:00,30807.0703125
2023-07-04 23:30:00,30811.20703125
2023-07-04 23:45:00,30774.771484375
2023-07-05 00:00:00,30806.87890625
2023-07-05 00:15:00,30839.107421875
2023-07-05 00:30:00,30810.12890625
2023-07-05 00:45:00,30769.8359375
2023-07-05 01:00:00,30808.890625
2023-07-05 01:15:00,30827.755859375
2023-07-05 01:30:00,30824.826171875
2023-07-05 01:45:00,30803.65234375
2023-07-05 02:00:00,30856.099609375
2023-07-05 02:15:00,30839.958984375
2023-07-05 02:30:00,30835.611328125
2023-07-05 02:45:00,30832.525390625
2023-07-05 03:00:00,30855.572265625
2023-07-05 03:15:00,30850.6796875
2023-07-05 03:30:00,30847.875
2023-07-05 03:45:00,30871.453125
2023-07-05 04:00:00,30842.345703125
2023-07-05 04:15:00,30862.42578125
2023-07-05 04:30:00,30842.501953125
2023-07-05 04:45:00,30837.599609375
2023-07-05 05:00:00,30858.2890625
2023-07-05 05:15:00,30870.220703125
2023-07-05 05:30:00,30841.939453125
2023-07-05 05:45:00,30815.720703125
2023-07-05 06:00:00,30832.375
2023-07-05 06:15:00,30815.693359375
2023-07-05 06:30:00,30806.91796875
2023-07-05 06:45:00,30816.859375
2023-07-05 07:00:00,30809.099609375
2023-07-05 07:15:00,30791.6015625
2023-07-05 07:30:00,30780.14453125
2023-07-05 07:45:00,30769.2890625
2023-07-05 08:00:00,30766.599609375
2023-07-05 08:15:00,30741.765625
2023-07-05 08:30:00,30774.421875
2023-07-05 08:45:00,30764.412109375
2023-07-05 09:00:00,30754.412109375
2023-07-05 09:15:00,30726.359375
2023-07-05 09:30:00,30709.044921875
2023-07-05 09:45:00,30675.89453125
2023-07-05 10:00:00,30663.4375
2023-07-05 10:15:00,30686.189453125
2023-07-05 10:30:00,30555.10546875
2023-07-05 10:45:00,30441.044921875
2023-07-05 11:00:00,30466.833984375
2023-07-05 11:15:00,30442.580078125
2023-07-05 11:30:00,30459.64453125
2023-07-05 11:45:00,30409.1796875
2023-07-05 12:00:00,30372.984375
2023-07-05 12:15:00,30386.87890625
2023-07-05 12:30:00,30371.328125
2023-07-05 12:45:00,30353.658203125
2023-07-05 13:00:00,30285.140625
2023-07-05 13:15:00,30241.4453125
2023-07-05 13:30:00,30333.423828125
2023-07-05 13:45:00,30353.05078125
2023-07-05 14:00:00,30341.115234375
2023-07-05 14:15:00,30384.572265625
2023-07-05 14:30:00,30438.3984375
2023-07-05 14:45:00,30423.404296875
2023-07-05 15:00:00,30363.244140625
2023-07-05 15:15:00,30351.17578125
2023-07-05 15:30:00,30331.556640625
2023-07-05 15:45:00,30358.0234375
2023-07-05 16:00:00,30392.83203125
2023-07-05 16:15:00,30441.7421875
2023-07-05 16:30:00,30445.3984375
2023-07-05 16:45:00,30469.451171875
2023-07-05 17:00:00,30518.78125
2023-07-05 17:15:00,30567.62890625
2023-07-05 17:30:00,30513.68359375
2023-07-05 17:45:00,30533.791015625
2023-07-05 18:00:00,30541.44140625
2023-07-05 18:15:00,30470.15625
2023-07-05 18:30:00,30460.517578125
2023-07-05 18:45:00,30478.900390625
2023-07-05 19:00:00,30507.201171875
2023-07-05 19:15:00,30507.99609375
2023-07-05 19:30:00,30513.142578125
2023-07-05 19:45:00,30456.271484375
2023-07-05 20:00:00,30451.3515625
2023-07-05 20:15:00,30463.533203125
2023-07-05 20:30:00,30497.3828125
2023-07-05 20:45:00,30477.73828125
2023-07-05 21:00:00,30453.962890625
2023-07-05 21:15:00,30485.251953125
2023-07-05 21:30:00,30459.8828125
